MANDT,MATNR,SPRAS,MAKTX,MAKTG
100,MAT0000283,D,Phased 4thgeneration strategy,PHASED 4THGENERATION STRATEGY
100,MAT0000692,E,La liberté d'évoluer plus rapidement,LA LIBERTÉ D'ÉVOLUER PLUS RAPIDEMENT
100,MAT0001964,E,A liberdade de atingir seus objetivos si   ,A LIBERDADE DE ATINGIR SEUS OBJETIVOS SI
100,MAT0001927,F,Optional optimal encryption,OPTIONAL OPTIMAL ENCRYPTION
100,MAT0000240,J,Centralized tertiary parallelism,CENTRALIZED TERTIARY PARALLELISM
100,MAT0001681,J,Quality-focused incremental portal,QUALITY-FOCUSED INCREMENTAL PORTAL
100,MAT0001745,P,Configurable neutral website,CONFIGURABLE NEUTRAL WEBSITE
100,MAT0000463,D,A certeza de realizar seus sonhos mais f   ,A CERTEZA DE REALIZAR SEUS SONHOS MAIS F
100,MAT0001952,E,Customer-focused system-worthy strategy,CUSTOMER-FOCUSED SYSTEM-WORTHY STRATEGY
100,MAT0001380,D,Open-architected holistic pricing struct   ,OPEN-ARCHITECTED HOLISTIC PRICING STRUCT
100,MAT0000286,F,Ergonomic intangible pricing structure,ERGONOMIC INTANGIBLE PRICING STRUCTURE
100,MAT0001616,F,A liberdade de avançar direto da fonte,A LIBERDADE DE AVANÇAR DIRETO DA FONTE
100,MAT0000309,D,Organized content-based structure,ORGANIZED CONTENT-BASED STRUCTURE
100,MAT0000930,D,Optional methodical benchmark,OPTIONAL METHODICAL BENCHMARK
100,MAT0000832,F,Quality-focused human-resource installat,QUALITY-FOCUSED HUMAN-RESOURCE INSTALLAT
100,MAT0001752,D,Extended 24hour project,EXTENDED 24HOUR PROJECT
100,MAT0001418,D,Mandatory executive adapter,MANDATORY EXECUTIVE ADAPTER
100,MAT0001035,D,Team-oriented grid-enabled challenge,TEAM-ORIENTED GRID-ENABLED CHALLENGE
100,MAT0000590,J,L'assurance d'évoluer autrement,L'ASSURANCE D'ÉVOLUER AUTREMENT
100,MAT0000073,J,A certeza de conseguir em estado puro,A CERTEZA DE CONSEGUIR EM ESTADO PURO
100,MAT0000721,P,La possibilité d'innover à sa source,LA POSSIBILITÉ D'INNOVER À SA SOURCE
100,MAT0000599,D,La liberté de concrétiser vos projets sa,LA LIBERTÉ DE CONCRÉTISER VOS PROJETS SA
100,MAT0000388,P,Re-engineered next generation initiative,RE-ENGINEERED NEXT GENERATION INITIATIVE
100,MAT0000732,D,Integrated clear-thinking implementation,INTEGRATED CLEAR-THINKING IMPLEMENTATION
100,MAT0000341,F,A certeza de avançar com toda a tranquil   ,A CERTEZA DE AVANÇAR COM TODA A TRANQUIL
100,MAT0000137,E,Decentralized didactic benchmark,DECENTRALIZED DIDACTIC BENCHMARK
100,MAT0001773,F,Diverse high-level functionalities,DIVERSE HIGH-LEVEL FUNCTIONALITIES
100,MAT0000450,D,Advanced contextually-based circuit,ADVANCED CONTEXTUALLY-BASED CIRCUIT
100,MAT0001253,P,Le plaisir de louer autrement,LE PLAISIR DE LOUER AUTREMENT
100,MAT0001346,E,A segurança de conseguir mais facilmente,A SEGURANÇA DE CONSEGUIR MAIS FACILMENTE
100,MAT0001729,F,Enterprise-wide demand-driven solution,ENTERPRISE-WIDE DEMAND-DRIVEN SOLUTION
100,MAT0001646,J,Ergonomic heuristic interface   ,ERGONOMIC HEURISTIC INTERFACE
100,MAT0000883,D,Automated regional groupware,AUTOMATED REGIONAL GROUPWARE
100,MAT0001679,F,Versatile hybrid utilization,VERSATILE HYBRID UTILIZATION
100,MAT0001351,D,Le droit d'évoluer sans soucis,LE DROIT D'ÉVOLUER SANS SOUCIS
100,MAT0000067,J,Cross-group multi-tasking interface,CROSS-GROUP MULTI-TASKING INTERFACE
100,MAT0000426,F,Le droit d'évoluer à la pointe   ,LE DROIT D'ÉVOLUER À LA POINTE
100,MAT0001928,E,Extended 6thgeneration project,EXTENDED 6THGENERATION PROJECT
100,MAT0000087,D,Le confort de louer à l'état pur,LE CONFORT DE LOUER À L'ÉTAT PUR
100,MAT0000117,F,Secured fresh-thinking adapter,SECURED FRESH-THINKING ADAPTER
100,MAT0000480,E,L'assurance de changer autrement   ,L'ASSURANCE DE CHANGER AUTREMENT
100,MAT0001531,F,Fully-configurable mission-critical util,FULLY-CONFIGURABLE MISSION-CRITICAL UTIL
100,MAT0000238,J,Customer-focused regional task-force,CUSTOMER-FOCUSED REGIONAL TASK-FORCE
100,MAT0001420,E,A liberdade de concretizar seus projetos,A LIBERDADE DE CONCRETIZAR SEUS PROJETOS
100,MAT0000491,P,De-engineered uniform pricing structure,DE-ENGINEERED UNIFORM PRICING STRUCTURE
100,MAT0001786,J,Re-engineered tertiary attitude,RE-ENGINEERED TERTIARY ATTITUDE
100,MAT0000633,D,Pre-emptive demand-driven matrices   ,PRE-EMPTIVE DEMAND-DRIVEN MATRICES
100,MAT0000233,E,L'art de louer à l'état pur,L'ART DE LOUER À L'ÉTAT PUR
100,MAT0001519,J,Re-contextualized homogeneous implementa,RE-CONTEXTUALIZED HOMOGENEOUS IMPLEMENTA
100,MZ-FG-E16,E,User-centric system-worthy productivity,USER-CENTRIC SYSTEM-WORTHY PRODUCTIVITY
100,MAT0001104,E,A segurança de realizar seus sonhos dire,A SEGURANÇA DE REALIZAR SEUS SONHOS DIRE
100,MAT0000389,D,O direito de inovar direto da fonte,O DIREITO DE INOVAR DIRETO DA FONTE
100,MAT0001021,P,Total homogeneous forecast   ,TOTAL HOMOGENEOUS FORECAST
100,MAT0000608,P,A segurança de avançar antes de tudo,A SEGURANÇA DE AVANÇAR ANTES DE TUDO
100,MAT0001458,J,Managed real-time moderator   ,MANAGED REAL-TIME MODERATOR
100,MAT0000725,F,Le confort de rouler autrement,LE CONFORT DE ROULER AUTREMENT
100,MAT0001911,D,Centralized intermediate Local Area Netw,CENTRALIZED INTERMEDIATE LOCAL AREA NETW
100,MAT0001321,J,O prazer de concretizar seus projetos na   ,O PRAZER DE CONCRETIZAR SEUS PROJETOS NA
100,MAT0000826,F,Innovative fault-tolerant encryption   ,INNOVATIVE FAULT-TOLERANT ENCRYPTION
100,MAT0001337,F,Enhanced intangible superstructure,ENHANCED INTANGIBLE SUPERSTRUCTURE
100,MAT0001187,F,Ergonomic exuding workforce,ERGONOMIC EXUDING WORKFORCE
100,MAT0000917,E,Le plaisir de louer en toute tranquilité,LE PLAISIR DE LOUER EN TOUTE TRANQUILITÉ
100,MAT0001324,E,Right-sized multimedia paradigm,RIGHT-SIZED MULTIMEDIA PARADIGM
100,MAT0000770,F,Expanded impactful structure,EXPANDED IMPACTFUL STRUCTURE
100,MAT0001669,F,Synergistic real-time monitoring,SYNERGISTIC REAL-TIME MONITORING
100,MAT0000479,J,A certeza de mudar de maneira eficaz,A CERTEZA DE MUDAR DE MANEIRA EFICAZ
100,MAT0000761,P,Innovative bifurcated artificial intelli,INNOVATIVE BIFURCATED ARTIFICIAL INTELLI
100,MAT0001545,P,Customizable multi-tasking extranet,CUSTOMIZABLE MULTI-TASKING EXTRANET
100,MAT0001238,F,Customizable 3rdgeneration capability,CUSTOMIZABLE 3RDGENERATION CAPABILITY
100,MAT0001071,F,Fundamental systemic Local Area Network,FUNDAMENTAL SYSTEMIC LOCAL AREA NETWORK
100,MAT0000053,D,Cloned fault-tolerant alliance,CLONED FAULT-TOLERANT ALLIANCE
100,MAT0001274,E,L'avantage d'innover à l'état pur,L'AVANTAGE D'INNOVER À L'ÉTAT PUR
100,MAT0001346,E,User-centric user-facing focus group,USER-CENTRIC USER-FACING FOCUS GROUP
100,MAT0001091,P,L'avantage de changer à sa source,L'AVANTAGE DE CHANGER À SA SOURCE
100,MAT0000340,F,Configurable local knowledge user,CONFIGURABLE LOCAL KNOWLEDGE USER
100,MAT0001456,F,Networked 5thgeneration methodology,NETWORKED 5THGENERATION METHODOLOGY
100,MAT0000593,F,Expanded directional open architecture,EXPANDED DIRECTIONAL OPEN ARCHITECTURE
100,MAT0000117,F,Secured bandwidth-monitored synergy,SECURED BANDWIDTH-MONITORED SYNERGY
100,MAT0000471,J,Profound coherent core,PROFOUND COHERENT CORE
100,MAT0000877,D,A segurança de atingir seus objetivos si,A SEGURANÇA DE ATINGIR SEUS OBJETIVOS SI
100,MAT0001244,P,Quality-focused reciprocal complexity,QUALITY-FOCUSED RECIPROCAL COMPLEXITY
100,MAT0001726,E,Cross-group 4thgeneration synergy   ,CROSS-GROUP 4THGENERATION SYNERGY
100,MAT0000392,F,O poder de avançar com toda a tranquilid,O PODER DE AVANÇAR COM TODA A TRANQUILID
100,MAT0000946,J,Distributed grid-enabled policy,DISTRIBUTED GRID-ENABLED POLICY
100,MAT0000825,P,Enhanced impactful interface   ,ENHANCED IMPACTFUL INTERFACE
100,MAT0000417,J,O direito de conseguir de maneira eficaz,O DIREITO DE CONSEGUIR DE MANEIRA EFICAZ
100,MAT0001658,J,Universal mission-critical algorithm,UNIVERSAL MISSION-CRITICAL ALGORITHM
100,MAT0000348,P,L'art de concrétiser vos projets plus fa,L'ART DE CONCRÉTISER VOS PROJETS PLUS FA
100,MAT0000060,E,Diverse multimedia toolset,DIVERSE MULTIMEDIA TOOLSET
100,MAT0001580,E,Le droit de concrétiser vos projets plus,LE DROIT DE CONCRÉTISER VOS PROJETS PLUS
100,MAT0000702,D,Le confort d'avancer de manière sûre,LE CONFORT D'AVANCER DE MANIÈRE SÛRE
100,MAT0000486,E,Networked object-oriented complexity   ,NETWORKED OBJECT-ORIENTED COMPLEXITY
100,MAT0000439,P,Re-engineered mobile analyzer,RE-ENGINEERED MOBILE ANALYZER
100,MAT0001957,J,Upgradable disintermediate structure,UPGRADABLE DISINTERMEDIATE STRUCTURE
100,MAT0001565,F,Universal regional collaboration   ,UNIVERSAL REGIONAL COLLABORATION
100,MAT0000901,E,O direito de realizar seus sonhos simple   ,O DIREITO DE REALIZAR SEUS SONHOS SIMPLE
100,MAT0001432,D,Digitized discrete archive,DIGITIZED DISCRETE ARCHIVE
100,MAT0001099,P,Synergized maximized hub,SYNERGIZED MAXIMIZED HUB
100,MAT0000032,E,O direito de evoluir sem preocupação   ,O DIREITO DE EVOLUIR SEM PREOCUPAÇÃO
100,MAT0000773,F,Self-enabling system-worthy Graphic Inte,SELF-ENABLING SYSTEM-WORTHY GRAPHIC INTE
100,MAT0000579,D,O prazer de atingir seus objetivos com f   ,O PRAZER DE ATINGIR SEUS OBJETIVOS COM F
100,MAT0000848,P,A certeza de mudar mais facilmente,A CERTEZA DE MUDAR MAIS FACILMENTE
100,MZ-FG-C10,E,O prazer de evoluir naturalmente,O PRAZER DE EVOLUIR NATURALMENTE
100,MAT0000558,F,Adaptive exuding matrices,ADAPTIVE EXUDING MATRICES
100,MAT0001214,F,L'avantage d'innover à sa source,L'AVANTAGE D'INNOVER À SA SOURCE
100,MAT0001834,P,Virtual dynamic synergy,VIRTUAL DYNAMIC SYNERGY
100,MAT0001035,P,Mandatory eco-centric interface,MANDATORY ECO-CENTRIC INTERFACE
100,MAT0000178,P,L'assurance d'innover en toute tranquili   ,L'ASSURANCE D'INNOVER EN TOUTE TRANQUILI
100,MAT0000908,E,Future-proofed mobile product,FUTURE-PROOFED MOBILE PRODUCT
100,MAT0001153,D,L'assurance de louer avant-tout,L'ASSURANCE DE LOUER AVANT-TOUT
100,MAT0000536,P,O poder de atingir seus objetivos mais r,O PODER DE ATINGIR SEUS OBJETIVOS MAIS R
100,MAT0001921,P,Front-line fresh-thinking adapter,FRONT-LINE FRESH-THINKING ADAPTER
100,MAT0000879,P,Multi-tiered uniform conglomeration,MULTI-TIERED UNIFORM CONGLOMERATION
100,MAT0001092,F,Le droit de louer naturellement,LE DROIT DE LOUER NATURELLEMENT
100,MAT0000343,E,Le pouvoir d'innover avant-tout,LE POUVOIR D'INNOVER AVANT-TOUT
100,MAT0000526,F,Automated incremental circuit   ,AUTOMATED INCREMENTAL CIRCUIT
100,MAT0001782,D,Front-line needs-based support,FRONT-LINE NEEDS-BASED SUPPORT
100,MAT0000710,J,Cross-platform system-worthy system engi,CROSS-PLATFORM SYSTEM-WORTHY SYSTEM ENGI
100,MAT0001244,P,Managed cohesive forecast,MANAGED COHESIVE FORECAST
100,MAT0001558,E,A arte de evoluir com força total   ,A ARTE DE EVOLUIR COM FORÇA TOTAL
100,MAT0001013,J,O direito de ganhar mais facilmente,O DIREITO DE GANHAR MAIS FACILMENTE
100,MAT0000346,F,A segurança de atingir seus objetivos di,A SEGURANÇA DE ATINGIR SEUS OBJETIVOS DI
100,MAT0001713,F,Profound coherent structure,PROFOUND COHERENT STRUCTURE
100,MAT0001007,P,Fully-configurable grid-enabled paradigm,FULLY-CONFIGURABLE GRID-ENABLED PARADIGM
100,MAT0000824,E,Realigned context-sensitive algorithm,REALIGNED CONTEXT-SENSITIVE ALGORITHM
100,MAT0000618,F,Decentralized transitional knowledgebase,DECENTRALIZED TRANSITIONAL KNOWLEDGEBASE
100,MAT0000366,E,Cross-platform stable protocol,CROSS-PLATFORM STABLE PROTOCOL
100,MAT0001112,F,Organic zero tolerance archive,ORGANIC ZERO TOLERANCE ARCHIVE
100,MAT0000694,P,Grass-roots discrete Graphical User Inte,GRASS-ROOTS DISCRETE GRAPHICAL USER INTE
100,MAT0000568,P,Le droit de changer avant-tout,LE DROIT DE CHANGER AVANT-TOUT
100,MAT0000030,E,Profound regional collaboration,PROFOUND REGIONAL COLLABORATION
100,MAT0001937,P,Stand-alone bandwidth-monitored workforc,STAND-ALONE BANDWIDTH-MONITORED WORKFORC
100,MAT0000853,F,Configurable web-enabled superstructure,CONFIGURABLE WEB-ENABLED SUPERSTRUCTURE
100,MAT0000941,F,Le droit d'atteindre vos buts naturellem,LE DROIT D'ATTEINDRE VOS BUTS NATURELLEM
100,MAT0000519,D,Re-engineered well-modulated alliance,RE-ENGINEERED WELL-MODULATED ALLIANCE
100,MAT0001126,E,Multi-tiered asymmetric Graphic Interfac,MULTI-TIERED ASYMMETRIC GRAPHIC INTERFAC
100,MAT0000660,D,Streamlined static architecture,STREAMLINED STATIC ARCHITECTURE
100,MAT0000031,D,Reactive needs-based functionalities,REACTIVE NEEDS-BASED FUNCTIONALITIES
100,MAT0000311,D,A simplicidade de realizar seus sonhos a,A SIMPLICIDADE DE REALIZAR SEUS SONHOS A
100,MAT0001108,D,Enterprise-wide heuristic orchestration   ,ENTERPRISE-WIDE HEURISTIC ORCHESTRATION
100,MAT0001726,F,Polarized optimizing process improvement,POLARIZED OPTIMIZING PROCESS IMPROVEMENT
100,MAT0001002,E,A simplicidade de atingir seus objetivos,A SIMPLICIDADE DE ATINGIR SEUS OBJETIVOS
100,MAT0000989,E,La possibilité d'atteindre vos buts à l'   ,LA POSSIBILITÉ D'ATTEINDRE VOS BUTS À L'
100,MAT0000209,P,Customizable multi-tasking function,CUSTOMIZABLE MULTI-TASKING FUNCTION
100,MAT0000194,F,La liberté de concrétiser vos projets de,LA LIBERTÉ DE CONCRÉTISER VOS PROJETS DE
100,MAT0000670,D,A segurança de ganhar naturalmente,A SEGURANÇA DE GANHAR NATURALMENTE
100,MAT0001566,E,Reduced stable neural-net,REDUCED STABLE NEURAL-NET
100,MAT0000300,P,La liberté d'atteindre vos buts naturell,LA LIBERTÉ D'ATTEINDRE VOS BUTS NATURELL
100,MAT0000033,F,User-centric cohesive challenge,USER-CENTRIC COHESIVE CHALLENGE
100,MAT0000854,J,Diverse dynamic methodology,DIVERSE DYNAMIC METHODOLOGY
100,MAT0001406,D,A liberdade de concretizar seus projetos,A LIBERDADE DE CONCRETIZAR SEUS PROJETOS
100,MAT0000781,F,L'art d'atteindre vos buts avant-tout,L'ART D'ATTEINDRE VOS BUTS AVANT-TOUT
100,MAT0000913,F,Switchable zero-defect strategy,SWITCHABLE ZERO-DEFECT STRATEGY
100,MAT0001821,E,Customer-focused optimizing policy   ,CUSTOMER-FOCUSED OPTIMIZING POLICY
100,MAT0000715,E,Virtual incremental benchmark,VIRTUAL INCREMENTAL BENCHMARK
100,MAT0001389,P,Public-key directional firmware,PUBLIC-KEY DIRECTIONAL FIRMWARE
100,MAT0001406,F,A liberdade de atingir seus objetivos ma,A LIBERDADE DE ATINGIR SEUS OBJETIVOS MA
100,MAT0000514,F,Le plaisir de rouler autrement,LE PLAISIR DE ROULER AUTREMENT
100,MAT0000807,F,Multi-layered maximized leverage,MULTI-LAYERED MAXIMIZED LEVERAGE
200,MAT0001065,F,Fundamental mission-critical ability,FUNDAMENTAL MISSION-CRITICAL ABILITY
100,MAT0000602,E,Mandatory systematic focus group,MANDATORY SYSTEMATIC FOCUS GROUP
100,MAT0000449,J,Right-sized contextually-based protocol,RIGHT-SIZED CONTEXTUALLY-BASED PROTOCOL
100,MAT0001349,P,Seamless exuding Internet solution,SEAMLESS EXUDING INTERNET SOLUTION
100,MAT0001943,F,User-centric transitional installation,USER-CENTRIC TRANSITIONAL INSTALLATION
100,MAT0000452,F,O direito de ganhar direto da fonte,O DIREITO DE GANHAR DIRETO DA FONTE
100,MAT0001273,F,Exclusive upward-trending initiative,EXCLUSIVE UPWARD-TRENDING INITIATIVE
100,MAT0001656,F,Synergized responsive middleware   ,SYNERGIZED RESPONSIVE MIDDLEWARE
100,MAT0001210,D,Integrated web-enabled functionalities,INTEGRATED WEB-ENABLED FUNCTIONALITIES
100,MAT0000035,J,Customizable intermediate projection,CUSTOMIZABLE INTERMEDIATE PROJECTION
100,MAT0000632,E,Persistent transitional groupware   ,PERSISTENT TRANSITIONAL GROUPWARE
100,MAT0001748,P,Upgradable homogeneous service-desk,UPGRADABLE HOMOGENEOUS SERVICE-DESK
100,MAT0000002,E,O poder de avançar com confiança,O PODER DE AVANÇAR COM CONFIANÇA
100,MAT0001240,F,Right-sized national function,RIGHT-SIZED NATIONAL FUNCTION
100,MAT0000792,D,Future-proofed motivating artificial int,FUTURE-PROOFED MOTIVATING ARTIFICIAL INT
100,MAT0000531,D,A certeza de realizar seus sonhos mais f,A CERTEZA DE REALIZAR SEUS SONHOS MAIS F
100,MAT0001825,D,Secured web-enabled collaboration,SECURED WEB-ENABLED COLLABORATION
100,MAT0000092,D,Multi-tiered coherent infrastructure,MULTI-TIERED COHERENT INFRASTRUCTURE
100,MAT0001117,F,Le pouvoir d'avancer de manière efficace,LE POUVOIR D'AVANCER DE MANIÈRE EFFICACE
100,MAT0000070,D,A possibilidade de evoluir simplesmente,A POSSIBILIDADE DE EVOLUIR SIMPLESMENTE
100,MAT0001610,D,L'assurance d'atteindre vos buts en tout   ,L'ASSURANCE D'ATTEINDRE VOS BUTS EN TOUT
100,MAT0001634,F,Customer-focused interactive hierarchy,CUSTOMER-FOCUSED INTERACTIVE HIERARCHY
100,MAT0001268,P,Le pouvoir de changer de manière efficac   ,LE POUVOIR DE CHANGER DE MANIÈRE EFFICAC
100,MAT0001563,D,Switchable methodical knowledgebase,SWITCHABLE METHODICAL KNOWLEDGEBASE
100,MAT0001404,J,A liberdade de concretizar seus projetos,A LIBERDADE DE CONCRETIZAR SEUS PROJETOS
100,MAT0000403,J,Distributed next generation productivity,DISTRIBUTED NEXT GENERATION PRODUCTIVITY
100,MAT0001598,P,A segurança de mudar antes de tudo   ,A SEGURANÇA DE MUDAR ANTES DE TUDO
100,MAT0001134,P,Cross-platform stable portal,CROSS-PLATFORM STABLE PORTAL
100,MAT0000854,E,Organized modular moderator,ORGANIZED MODULAR MODERATOR
100,MAT0001541,F,Balanced fault-tolerant pricing structur,BALANCED FAULT-TOLERANT PRICING STRUCTUR
100,MAT0000386,P,Profit-focused asymmetric ability,PROFIT-FOCUSED ASYMMETRIC ABILITY
100,MAT0001109,J,O direito de inovar mais rapidamente   ,O DIREITO DE INOVAR MAIS RAPIDAMENTE
100,MAT0000799,P,A certeza de conseguir antes de tudo,A CERTEZA DE CONSEGUIR ANTES DE TUDO
100,MAT0000983,E,Phased secondary artificial intelligence,PHASED SECONDARY ARTIFICIAL INTELLIGENCE
100,MAT0001161,J,Horizontal bifurcated forecast,HORIZONTAL BIFURCATED FORECAST
100,MAT0001825,D,Focused bi-directional extranet,FOCUSED BI-DIRECTIONAL EXTRANET
100,MAT0000270,E,La possibilité de changer de manière sûr   ,LA POSSIBILITÉ DE CHANGER DE MANIÈRE SÛR
100,MAT0001679,E,Monitored tertiary neural-net,MONITORED TERTIARY NEURAL-NET
100,MAT0001804,D,Realigned cohesive moderator,REALIGNED COHESIVE MODERATOR
100,MAT0001883,D,Optimized dedicated orchestration,OPTIMIZED DEDICATED ORCHESTRATION
100,MAT0001563,E,O poder de inovar sem preocupação,O PODER DE INOVAR SEM PREOCUPAÇÃO
100,MAT0000762,F,Optimized well-modulated framework,OPTIMIZED WELL-MODULATED FRAMEWORK
100,MAT0000489,P,Multi-channeled dynamic pricing structur,MULTI-CHANNELED DYNAMIC PRICING STRUCTUR
100,MAT0001204,P,Le pouvoir de rouler en toute tranquilit,LE POUVOIR DE ROULER EN TOUTE TRANQUILIT
100,MAT0001753,P,Vision-oriented encompassing functionali   ,VISION-ORIENTED ENCOMPASSING FUNCTIONALI
100,MAT0001284,E,Vision-oriented impactful initiative,VISION-ORIENTED IMPACTFUL INITIATIVE
100,MAT0000117,J,Synchronized holistic utilization   ,SYNCHRONIZED HOLISTIC UTILIZATION
100,MAT0000093,D,Triple-buffered bottom-line model,TRIPLE-BUFFERED BOTTOM-LINE MODEL
100,MAT0000157,D,Le pouvoir d'atteindre vos buts à l'état,LE POUVOIR D'ATTEINDRE VOS BUTS À L'ÉTAT
100,MAT0000953,J,Diverse responsive standardization   ,DIVERSE RESPONSIVE STANDARDIZATION
100,MAT0001565,E,Configurable methodical analyzer,CONFIGURABLE METHODICAL ANALYZER
100,MAT0001256,E,L'art de louer plus facilement,L'ART DE LOUER PLUS FACILEMENT
100,MAT0001350,E,Persistent zero-defect support,PERSISTENT ZERO-DEFECT SUPPORT
100,MAT0000256,P,O direito de evoluir simplesmente,O DIREITO DE EVOLUIR SIMPLESMENTE
100,MAT0001054,P,O direito de mudar em estado puro   ,O DIREITO DE MUDAR EM ESTADO PURO
100,MAT0001732,D,Quality-focused responsive hardware,QUALITY-FOCUSED RESPONSIVE HARDWARE
100,MAT0000565,E,Le pouvoir de rouler à la pointe,LE POUVOIR DE ROULER À LA POINTE
100,MAT0000417,D,Le droit d'avancer autrement,LE DROIT D'AVANCER AUTREMENT
100,MAT0000464,D,A possibilidade de evoluir mais rapidame   ,A POSSIBILIDADE DE EVOLUIR MAIS RAPIDAME
100,MAT0000379,P,Phased leadingedge orchestration   ,PHASED LEADINGEDGE ORCHESTRATION
100,MAT0001457,J,Re-engineered scalable monitoring,RE-ENGINEERED SCALABLE MONITORING
100,MAT0001467,J,A simplicidade de ganhar simplesmente,A SIMPLICIDADE DE GANHAR SIMPLESMENTE
100,MAT0000052,J,Le droit d'atteindre vos buts avant-tout   ,LE DROIT D'ATTEINDRE VOS BUTS AVANT-TOUT
100,MAT0000780,F,Integrated exuding help-desk   ,INTEGRATED EXUDING HELP-DESK
100,MAT0001075,P,Configurable zero administration open ar,CONFIGURABLE ZERO ADMINISTRATION OPEN AR
100,MZ-FG-C10,F,L'avantage d'atteindre vos buts plus rap,L'AVANTAGE D'ATTEINDRE VOS BUTS PLUS RAP
100,MAT0001147,P,Optimized 24/7 firmware,OPTIMIZED 24/7 FIRMWARE
100,MAT0000996,D,Profit-focused encompassing firmware   ,PROFIT-FOCUSED ENCOMPASSING FIRMWARE
100,MAT0001538,D,La liberté d'atteindre vos buts autremen,LA LIBERTÉ D'ATTEINDRE VOS BUTS AUTREMEN
100,MAT0001795,F,Fully-configurable regional info-mediari,FULLY-CONFIGURABLE REGIONAL INFO-MEDIARI
100,MAT0000842,D,L'avantage d'atteindre vos buts à la poi,L'AVANTAGE D'ATTEINDRE VOS BUTS À LA POI
100,MAT0001385,J,A segurança de atingir seus objetivos em,A SEGURANÇA DE ATINGIR SEUS OBJETIVOS EM
100,MAT0000312,E,Le pouvoir de concrétiser vos projets na,LE POUVOIR DE CONCRÉTISER VOS PROJETS NA
100,MAT0001376,J,Ameliorated fault-tolerant focus group,AMELIORATED FAULT-TOLERANT FOCUS GROUP
100,MAT0001459,D,A possibilidade de mudar direto da fonte   ,A POSSIBILIDADE DE MUDAR DIRETO DA FONTE
100,MAT0000995,F,Open-source stable project,OPEN-SOURCE STABLE PROJECT
100,MAT0001180,F,A simplicidade de concretizar seus proje,A SIMPLICIDADE DE CONCRETIZAR SEUS PROJE
100,MAT0000821,E,Operative bottom-line capability   ,OPERATIVE BOTTOM-LINE CAPABILITY
100,MAT0001741,E,Operative directional instruction set,OPERATIVE DIRECTIONAL INSTRUCTION SET
100,MAT0000831,E,Right-sized cohesive utilization   ,RIGHT-SIZED COHESIVE UTILIZATION
100,MAT0001585,D,Fundamental executive middleware,FUNDAMENTAL EXECUTIVE MIDDLEWARE
100,MAT0000643,J,Multi-lateral secondary array,MULTI-LATERAL SECONDARY ARRAY
100,MAT0000080,F,A liberdade de realizar seus sonhos em e,A LIBERDADE DE REALIZAR SEUS SONHOS EM E
100,MAT0001337,P,A segurança de conseguir com força total,A SEGURANÇA DE CONSEGUIR COM FORÇA TOTAL
100,MAT0000217,J,Enterprise-wide multi-state hierarchy   ,ENTERPRISE-WIDE MULTI-STATE HIERARCHY
100,MAT0001389,P,Organized clear-thinking system engine,ORGANIZED CLEAR-THINKING SYSTEM ENGINE
100,MAT0000157,J,A arte de concretizar seus projetos natu,A ARTE DE CONCRETIZAR SEUS PROJETOS NATU
100,MAT0001337,E,Grass-roots directional capability,GRASS-ROOTS DIRECTIONAL CAPABILITY
100,MAT0000676,P,Cross-group actuating Graphic Interface,CROSS-GROUP ACTUATING GRAPHIC INTERFACE
100,MAT0001835,J,Stand-alone well-modulated info-mediarie,STAND-ALONE WELL-MODULATED INFO-MEDIARIE
100,MAT0000395,P,O direito de avançar sem preocupação,O DIREITO DE AVANÇAR SEM PREOCUPAÇÃO
100,MAT0000904,F,Enhanced modular architecture,ENHANCED MODULAR ARCHITECTURE
100,MAT0000677,D,Organized analyzing productivity,ORGANIZED ANALYZING PRODUCTIVITY
100,MAT0000374,J,O direito de atingir seus objetivos simp   ,O DIREITO DE ATINGIR SEUS OBJETIVOS SIMP
100,MAT0000687,P,Multi-tiered next generation framework   ,MULTI-TIERED NEXT GENERATION FRAMEWORK
100,MAT0001696,F,Customizable methodical framework   ,CUSTOMIZABLE METHODICAL FRAMEWORK
100,MAT0000589,J,Compatible maximized interface,COMPATIBLE MAXIMIZED INTERFACE
100,MAT0000101,J,Multi-channeled object-oriented complexi,MULTI-CHANNELED OBJECT-ORIENTED COMPLEXI
100,MAT0001527,F,La liberté de rouler avant-tout   ,LA LIBERTÉ DE ROULER AVANT-TOUT
100,MAT0000120,P,Decentralized fresh-thinking software,DECENTRALIZED FRESH-THINKING SOFTWARE
100,MAT0000614,J,O conforto de concretizar seus projetos ,O CONFORTO DE CONCRETIZAR SEUS PROJETOS
100,MAT0000512,F,Down-sized fresh-thinking core,DOWN-SIZED FRESH-THINKING CORE
100,MAT0001109,P,Pre-emptive logistical structure,PRE-EMPTIVE LOGISTICAL STRUCTURE
100,MAT0000751,D,Visionary real-time productivity,VISIONARY REAL-TIME PRODUCTIVITY
100,MAT0000399,E,Implemented maximized hub   ,IMPLEMENTED MAXIMIZED HUB
100,MAT0001222,P,Le droit de louer naturellement   ,LE DROIT DE LOUER NATURELLEMENT
100,MAT0001676,J,Total zero tolerance hierarchy   ,TOTAL ZERO TOLERANCE HIERARCHY
100,MAT0001848,F,Seamless tertiary flexibility   ,SEAMLESS TERTIARY FLEXIBILITY
100,MAT0000247,F,Centralized tangible Internet solution,CENTRALIZED TANGIBLE INTERNET SOLUTION
